State,Date,Year,Month,Unemployment_Rate,Information,Professional_and_Tech_Services,Leisure_and_Hospitality,Other_Services,Total_Tech_Employment_Thousands
Michigan,2017-04-01,2017,4,4.4,3738.5,774.6,3579.8,2963.9,4513.1
Michigan,2017-05-01,2017,5,4.3,3803.8,790.8,3618.2,3013.0,4594.6
Michigan,2017-06-01,2017,6,4.4,3842.7,803.7,3632.4,3039.0,4646.4
Michigan,2017-07-01,2017,7,4.5,3793.7,790.0,3560.5,3003.7,4583.7
Michigan,2017-08-01,2017,8,4.6,3817.2,804.0,3568.7,3013.2,4621.2
Michigan,2017-09-01,2017,9,4.7,3794.4,796.4,3613.2,2998.0,4590.8
Michigan,2017-10-01,2017,10,4.7,3802.5,797.1,3629.8,3005.4,4599.6
Michigan,2017-11-01,2017,11,4.7,3809.5,796.2,3639.7,3013.3,4605.7
Michigan,2017-12-01,2017,12,4.6,3795.9,788.5,3628.3,3007.4,4584.4
Michigan,2018-01-01,2018,1,4.5,3725.5,773.1,3554.9,2952.4,4498.6
Michigan,2018-02-01,2018,2,4.4,3737.5,779.1,3578.4,2958.4,4516.6
Michigan,2018-03-01,2018,3,4.3,3761.7,785.5,3598.5,2976.2,4547.2
Michigan,2018-04-01,2018,4,4.2,3775.0,793.4,3602.8,2981.6,4568.4
Michigan,2018-05-01,2018,5,4.1,3843.5,809.7,3641.9,3033.8,4653.2
Michigan,2018-06-01,2018,6,4.0,3891.2,822.6,3664.9,3068.6,4713.8
Michigan,2018-07-01,2018,7,4.0,3846.4,817.0,3589.9,3029.4,4663.4
Michigan,2018-08-01,2018,8,4.0,3862.9,822.9,3604.3,3040.0,4685.8
Michigan,2018-09-01,2018,9,4.0,3830.6,817.0,3630.8,3013.6,4647.6
Michigan,2018-10-01,2018,10,4.1,3853.6,820.2,3662.7,3033.4,4673.8
Michigan,2018-11-01,2018,11,4.2,3851.8,815.9,3670.3,3035.9,4667.7
Michigan,2018-12-01,2018,12,4.2,3836.7,810.0,3652.9,3026.7,4646.7
Michigan,2019-01-01,2019,1,4.2,3758.5,788.0,3576.8,2970.5,4546.5
Michigan,2019-02-01,2019,2,4.2,3762.2,793.5,3589.9,2968.7,4555.7
Michigan,2019-03-01,2019,3,4.2,3777.7,795.5,3607.5,2982.2,4573.2
Michigan,2019-04-01,2019,4,4.2,3796.1,800.3,3621.8,2995.8,4596.4
Michigan,2019-05-01,2019,5,4.2,3856.0,812.5,3660.8,3043.5,4668.5
Michigan,2019-06-01,2019,6,4.2,3893.8,827.0,3667.3,3066.8,4720.8
Michigan,2019-07-01,2019,7,4.1,3856.7,818.8,3604.9,3037.9,4675.5
Michigan,2019-08-01,2019,8,4.1,3874.6,826.7,3623.4,3047.9,4701.3
Michigan,2019-09-01,2019,9,4.0,3841.5,820.2,3646.5,3021.3,4661.7
Michigan,2019-10-01,2019,10,3.9,3828.2,797.4,3667.6,3030.8,4625.599999999999
Michigan,2019-11-01,2019,11,3.8,3855.0,811.5,3681.2,3043.5,4666.5
Michigan,2019-12-01,2019,12,3.8,3849.9,805.0,3678.2,3044.9,4654.9
Michigan,2020-01-01,2020,1,3.8,3758.8,784.2,3590.1,2974.6,4543.0
Michigan,2020-02-01,2020,2,3.8,3770.0,785.3,3612.6,2984.7,4555.3
Michigan,2020-03-01,2020,3,3.7,3744.5,785.7,3588.5,2958.8,4530.2
Michigan,2020-04-01,2020,4,22.7,2791.9,506.6,2871.8,2285.3,3298.5
Michigan,2020-05-01,2020,5,19.3,2987.7,586.4,2962.9,2401.3,3574.1
Michigan,2020-06-01,2020,6,14.5,3359.0,737.5,3173.9,2621.5,4096.5
Michigan,2020-07-01,2020,7,12.5,3444.8,752.0,3214.6,2692.8,4196.8
Michigan,2020-08-01,2020,8,10.0,3500.7,762.3,3281.6,2738.4,4263.0
Michigan,2020-09-01,2020,9,8.9,3517.9,759.7,3338.4,2758.2,4277.6
Michigan,2020-10-01,2020,10,7.7,3571.1,765.6,3393.8,2805.5,4336.7
Michigan,2020-11-01,2020,11,7.1,3568.1,763.2,3394.3,2804.9,4331.3
Michigan,2020-12-01,2020,12,6.9,3495.4,761.0,3309.7,2734.4,4256.4
Michigan,2021-01-01,2021,1,6.5,3444.5,745.4,3263.2,2699.1,4189.9
Michigan,2021-02-01,2021,2,6.3,3506.6,743.0,3341.0,2763.6,4249.6
Michigan,2021-03-01,2021,3,6.1,3531.1,753.3,3358.2,2777.8,4284.4
Michigan,2021-04-01,2021,4,6.1,3545.8,745.9,3380.0,2799.9,4291.7
Michigan,2021-05-01,2021,5,6.1,3608.1,762.3,3416.0,2845.8,4370.4
Michigan,2021-06-01,2021,6,6.1,3665.0,775.9,3450.0,2889.1,4440.9
Michigan,2021-07-01,2021,7,5.9,3668.1,773.4,3429.0,2894.7,4441.5
Michigan,2021-08-01,2021,8,5.7,3679.8,779.6,3444.1,2900.2,4459.400000000001
Michigan,2021-09-01,2021,9,5.3,3658.0,778.4,3465.8,2879.6,4436.4
Michigan,2021-10-01,2021,10,5.0,3722.7,790.5,3525.3,2932.2,4513.2
Michigan,2021-11-01,2021,11,4.7,3740.0,791.6,3545.1,2948.4,4531.6
Michigan,2021-12-01,2021,12,4.5,3734.6,785.6,3540.6,2949.0,4520.2
Michigan,2022-01-01,2022,1,4.4,3653.6,765.1,3464.0,2888.5,4418.7
Michigan,2022-02-01,2022,2,4.4,3682.8,764.3,3507.7,2918.5,4447.1
Michigan,2022-03-01,2022,3,4.3,3705.2,779.3,3517.8,2925.9,4484.5
Michigan,2022-04-01,2022,4,4.2,3758.2,791.6,3562.8,2966.6,4549.8
Michigan,2022-05-01,2022,5,4.1,3804.1,801.4,3588.5,3002.7,4605.5
Michigan,2022-06-01,2022,6,4.1,3844.7,816.1,3603.5,3028.6,4660.8
Michigan,2022-07-01,2022,7,4.0,3833.6,815.4,3564.3,3018.2,4649.0
Michigan,2022-08-01,2022,8,4.0,3835.8,817.6,3576.8,3018.2,4653.400000000001
Michigan,2022-09-01,2022,9,4.0,3810.6,811.8,3596.0,2998.8,4622.4
Michigan,2022-10-01,2022,10,4.1,3824.2,812.6,3614.6,3011.6,4636.8
Michigan,2022-11-01,2022,11,4.1,3831.1,811.4,3632.2,3019.7,4642.5
Michigan,2022-12-01,2022,12,4.1,3827.6,807.2,3620.5,3020.4,4634.8
Michigan,2023-01-01,2023,1,4.0,3763.0,791.2,3559.5,2971.8,4554.2
Michigan,2023-02-01,2023,2,3.9,3769.7,792.6,3582.1,2977.1,4562.3
Michigan,2023-03-01,2023,3,3.8,3784.5,797.9,3592.7,2986.6,4582.4
Michigan,2023-04-01,2023,4,3.7,3832.5,809.9,3631.7,3022.6,4642.4
Michigan,2023-05-01,2023,5,3.7,3892.0,821.9,3680.2,3070.1,4713.9
Michigan,2023-06-01,2023,6,3.8,3940.0,835.4,3698.7,3104.6,4775.4
Michigan,2023-07-01,2023,7,3.9,3905.3,832.2,3640.9,3073.1,4737.5
Michigan,2023-08-01,2023,8,4.0,3905.3,832.0,3646.0,3073.3,4737.3
Michigan,2023-09-01,2023,9,4.0,3885.6,827.9,3673.3,3057.7,4713.5
Michigan,2023-10-01,2023,10,4.0,3864.7,809.8,3676.7,3054.9,4674.5
Michigan,2023-11-01,2023,11,4.0,3873.5,817.5,3681.3,3056.0,4691.0
Michigan,2023-12-01,2023,12,4.0,3874.5,813.8,3680.8,3060.7,4688.3
Michigan,2024-01-01,2024,1,3.9,3790.6,794.6,3600.0,2996.0,4585.2
Michigan,2024-02-01,2024,2,4.0,3797.6,793.6,3628.1,3004.0,4591.2
Michigan,2024-03-01,2024,3,4.2,3811.2,799.5,3642.3,3011.7,4610.7
Michigan,2024-04-01,2024,4,4.4,3848.5,807.0,3668.9,3041.5,4655.5
Michigan,2024-05-01,2024,5,4.5,3910.7,818.4,3713.0,3092.3,4729.099999999999
Michigan,2024-06-01,2024,6,4.7,3940.4,827.5,3724.3,3112.9,4767.9
Michigan,2024-07-01,2024,7,4.8,3889.8,813.4,3657.3,3076.4,4703.2
Michigan,2024-08-01,2024,8,5.0,3911.9,823.8,3679.2,3088.1,4735.7
Michigan,2024-09-01,2024,9,5.1,3890.8,818.7,3698.6,3072.1,4709.5
Michigan,2024-10-01,2024,10,5.1,3875.8,803.1,3708.5,3072.7,4678.900000000001
Michigan,2024-11-01,2024,11,5.2,3876.3,804.2,3716.8,3072.1,4680.5
Michigan,2024-12-01,2024,12,5.3,3867.2,799.4,3700.9,3067.8,4666.599999999999
Michigan,2025-01-01,2025,1,5.3,3779.7,764.3,3634.0,3015.4,4544.0
Michigan,2025-02-01,2025,2,5.3,3791.0,775.6,3648.5,3015.4,4566.6
Michigan,2025-03-01,2025,3,5.3,3801.0,780.4,3656.0,3020.6,4581.4
Michigan,2025-04-01,2025,4,5.2,3842.5,790.0,3687.0,3052.5,4632.5
Michigan,2025-05-01,2025,5,5.1,3908.0,805.2,3731.8,3102.8,4713.2
Michigan,2025-06-01,2025,6,5.0,3933.2,813.1,3736.7,3120.1,4746.3
Michigan,2025-07-01,2025,7,4.9,3891.2,804.5,3675.9,3086.7,4695.7
Michigan,2025-08-01,2025,8,4.9,3899.8,809.0,3685.0,3090.8,4708.8
Michigan,2025-09-01,2025,9,4.9,3867.7,803.2,3701.2,3064.5,4670.9
Michigan,2025-10-01,2025,10,,3872.0,802.9,3713.6,3069.1,4674.9
Michigan,2025-11-01,2025,11,5.0,3853.2,793.1,3709.0,3060.1,4646.3
Michigan,2025-12-01,2025,12,5.0,3841.3,783.8,3699.4,3057.5,4625.1
Minnesota,2016-01-01,2016,1,3.7,2401.9,417.1,2405.8,1984.8,2819.0
Minnesota,2016-02-01,2016,2,3.7,2405.7,415.8,2417.0,1989.9,2821.5
Minnesota,2016-03-01,2016,3,3.8,2409.0,418.8,2417.8,1990.2,2827.8
Minnesota,2016-04-01,2016,4,3.8,2461.1,433.4,2452.1,2027.7,2894.5
Minnesota,2016-05-01,2016,5,3.8,2488.3,444.0,2469.6,2044.3,2932.3
Minnesota,2016-06-01,2016,6,3.9,2505.1,453.9,2470.9,2051.2,2959.0
Minnesota,2016-07-01,2016,7,3.9,2524.1,458.7,2459.9,2065.4,2982.7999999999997
Minnesota,2016-08-01,2016,8,3.9,2532.9,459.5,2468.1,2073.4,2992.4
Minnesota,2016-09-01,2016,9,4.0,2513.5,453.4,2475.3,2060.1,2966.9
Minnesota,2016-10-01,2016,10,4.0,2512.5,451.3,2488.4,2061.2,2963.8
Minnesota,2016-11-01,2016,11,4.0,2504.9,444.3,2489.9,2060.6,2949.2000000000003
Minnesota,2016-12-01,2016,12,3.9,2493.1,432.5,2485.7,2060.6,2925.6
Minnesota,2017-01-01,2017,1,3.8,2448.9,420.8,2452.7,2028.1,2869.7000000000003
Minnesota,2017-02-01,2017,2,3.7,2451.9,421.0,2459.9,2030.9,2872.9
Minnesota,2017-03-01,2017,3,3.6,2460.6,425.1,2463.5,2035.5,2885.7
Minnesota,2017-04-01,2017,4,3.5,2493.8,435.0,2485.8,2058.8,2928.8
Minnesota,2017-05-01,2017,5,3.5,2525.0,447.7,2502.7,2077.3,2972.7
Minnesota,2017-06-01,2017,6,3.4,2554.4,460.1,2520.7,2094.3,3014.5
Minnesota,2017-07-01,2017,7,3.4,2555.8,463.0,2493.0,2092.8,3018.8
Minnesota,2017-08-01,2017,8,3.4,2559.3,463.1,2494.5,2096.2,3022.4
Minnesota,2017-09-01,2017,9,3.3,2537.3,456.3,2502.8,2081.0,2993.6000000000004
Minnesota,2017-10-01,2017,10,3.3,2537.5,456.7,2514.7,2080.8,2994.2
Minnesota,2017-11-01,2017,11,3.2,2531.1,448.2,2519.2,2082.9,2979.2999999999997
Minnesota,2017-12-01,2017,12,3.2,2522.2,439.5,2514.0,2082.7,2961.7
Minnesota,2018-01-01,2018,1,3.1,2477.5,425.5,2479.8,2052.0,2903.0
Minnesota,2018-02-01,2018,2,3.1,2479.3,424.4,2487.9,2054.9,2903.7000000000003
Minnesota,2018-03-01,2018,3,3.0,2476.4,426.7,2481.0,2049.7,2903.1
Minnesota,2018-04-01,2018,4,3.0,2500.9,433.4,2498.1,2067.5,2934.3
Minnesota,2018-05-01,2018,5,2.9,2548.7,451.6,2529.0,2097.1,3000.2999999999997
Minnesota,2018-06-01,2018,6,2.9,2573.4,466.8,2538.5,2106.6,3040.2000000000003
Minnesota,2018-07-01,2018,7,2.9,2581.9,470.5,2514.9,2111.4,3052.4
Minnesota,2018-08-01,2018,8,2.9,2585.2,471.4,2514.5,2113.8,3056.6
Minnesota,2018-09-01,2018,9,3.0,2561.0,465.7,2515.7,2095.3,3026.7
Minnesota,2018-10-01,2018,10,3.1,2563.0,463.7,2531.7,2099.3,3026.7
Minnesota,2018-11-01,2018,11,3.2,2559.9,457.5,2536.3,2102.4,3017.4
Minnesota,2018-12-01,2018,12,3.2,2546.3,448.3,2529.0,2098.0,2994.6000000000004
Minnesota,2019-01-01,2019,1,3.3,2499.0,434.4,2491.9,2064.6,2933.4
Minnesota,2019-02-01,2019,2,3.3,2495.6,432.8,2492.8,2062.8,2928.4
Minnesota,2019-03-01,2019,3,3.3,2494.0,435.7,2488.0,2058.3,2929.7
Minnesota,2019-04-01,2019,4,3.2,2529.3,445.4,2514.6,2083.9,2974.7000000000003
Minnesota,2019-05-01,2019,5,3.2,2572.4,462.8,2543.6,2109.6,3035.2000000000003
Minnesota,2019-06-01,2019,6,3.2,2593.0,474.5,2552.6,2118.5,3067.5
Minnesota,2019-07-01,2019,7,3.2,2601.3,478.2,2528.0,2123.1,3079.5
Minnesota,2019-08-01,2019,8,3.3,2607.1,479.3,2529.7,2127.8,3086.4
Minnesota,2019-09-01,2019,9,3.3,2574.6,473.1,2523.4,2101.5,3047.7
Minnesota,2019-10-01,2019,10,3.3,2585.4,471.1,2546.2,2114.3,3056.5
Minnesota,2019-11-01,2019,11,3.3,2574.1,458.4,2550.2,2115.7,3032.5
Minnesota,2019-12-01,2019,12,3.4,2563.2,449.4,2544.0,2113.8,3012.6
Minnesota,2020-01-01,2020,1,3.4,2516.8,437.1,2509.3,2079.7,2953.9
Minnesota,2020-02-01,2020,2,3.5,2515.8,435.3,2513.5,2080.5,2951.1000000000004
Minnesota,2020-03-01,2020,3,3.6,2493.5,436.6,2488.8,2056.9,2930.1
Minnesota,2020-04-01,2020,4,8.9,2161.7,414.5,2149.5,1747.2,2576.2
Minnesota,2020-05-01,2020,5,11.1,2226.0,434.3,2186.8,1791.7,2660.3
Minnesota,2020-06-01,2020,6,8.9,2316.3,446.8,2266.5,1869.5,2763.1000000000004
Minnesota,2020-07-01,2020,7,7.8,2364.9,448.0,2290.3,1916.9,2812.9
Minnesota,2020-08-01,2020,8,6.7,2394.2,452.5,2320.1,1941.7,2846.7
Minnesota,2020-09-01,2020,9,6.2,2381.0,447.2,2334.9,1933.8,2828.2
Minnesota,2020-10-01,2020,10,5.5,2422.5,448.4,2385.1,1974.1,2870.9
Minnesota,2020-11-01,2020,11,5.1,2409.6,438.1,2382.5,1971.5,2847.7
Minnesota,2020-12-01,2020,12,4.8,2353.6,434.4,2325.6,1919.2,2788.0
Minnesota,2021-01-01,2021,1,4.6,2354.0,423.9,2329.4,1930.1,2777.9
Minnesota,2021-02-01,2021,2,4.4,2363.5,419.0,2349.8,1944.5,2782.5
Minnesota,2021-03-01,2021,3,4.2,2375.9,425.4,2356.8,1950.5,2801.3
Minnesota,2021-04-01,2021,4,4.1,2417.5,438.1,2388.5,1979.4,2855.6
Minnesota,2021-05-01,2021,5,3.9,2455.5,451.1,2414.6,2004.4,2906.6
Minnesota,2021-06-01,2021,6,3.8,2474.7,464.1,2422.5,2010.6,2938.7999999999997
Minnesota,2021-07-01,2021,7,3.6,2505.5,472.9,2419.6,2032.6,2978.4
Minnesota,2021-08-01,2021,8,3.5,2507.6,471.8,2417.5,2035.8,2979.4
Minnesota,2021-09-01,2021,9,3.3,2461.8,463.1,2399.2,1998.7,2924.9
Minnesota,2021-10-01,2021,10,3.1,2502.9,464.7,2449.3,2038.2,2967.6
Minnesota,2021-11-01,2021,11,2.9,2500.2,458.7,2454.6,2041.5,2958.8999999999996
Minnesota,2021-12-01,2021,12,2.8,2489.7,448.7,2453.5,2041.0,2938.3999999999996
Minnesota,2022-01-01,2022,1,2.6,2440.8,434.5,2413.4,2006.3,2875.3
Minnesota,2022-02-01,2022,2,2.4,2455.2,436.5,2430.2,2018.7,2891.7
Minnesota,2022-03-01,2022,3,2.3,2449.4,439.1,2420.8,2010.3,2888.5
Minnesota,2022-04-01,2022,4,2.2,2497.5,452.0,2458.8,2045.5,2949.5
Minnesota,2022-05-01,2022,5,2.2,2536.9,467.7,2482.4,2069.2,3004.6
Minnesota,2022-06-01,2022,6,2.2,2546.1,477.4,2482.8,2068.7,3023.5
Minnesota,2022-07-01,2022,7,2.3,2575.8,484.9,2479.8,2090.9,3060.7000000000003
Minnesota,2022-08-01,2022,8,2.4,2579.1,484.9,2479.0,2094.2,3064.0
Minnesota,2022-09-01,2022,9,2.5,2552.5,477.6,2480.4,2074.9,3030.1
Minnesota,2022-10-01,2022,10,2.6,2559.6,476.3,2499.9,2083.3,3035.9
Minnesota,2022-11-01,2022,11,2.6,2550.6,468.2,2503.6,2082.4,3018.7999999999997
Minnesota,2022-12-01,2022,12,2.7,2534.3,456.2,2495.7,2078.1,2990.5
Minnesota,2023-01-01,2023,1,2.7,2505.4,447.4,2471.6,2058.0,2952.8
Minnesota,2023-02-01,2023,2,2.8,2508.3,445.8,2481.7,2062.5,2954.1000000000004
Minnesota,2023-03-01,2023,3,2.8,2508.1,446.8,2480.2,2061.3,2954.9
Minnesota,2023-04-01,2023,4,2.8,2535.9,456.5,2501.0,2079.4,2992.4
Minnesota,2023-05-01,2023,5,2.8,2584.1,472.7,2534.2,2111.4,3056.7999999999997
Minnesota,2023-06-01,2023,6,2.8,2611.3,486.4,2549.5,2124.9,3097.7000000000003
Minnesota,2023-07-01,2023,7,2.8,2614.2,488.4,2520.6,2125.8,3102.6
Minnesota,2023-08-01,2023,8,2.8,2615.2,487.6,2518.2,2127.6,3102.7999999999997
Minnesota,2023-09-01,2023,9,2.8,2590.1,480.2,2524.6,2109.9,3070.2999999999997
Minnesota,2023-10-01,2023,10,2.8,2591.1,477.5,2541.6,2113.6,3068.6
Minnesota,2023-11-01,2023,11,2.8,2579.8,468.3,2542.6,2111.5,3048.1000000000004
Minnesota,2023-12-01,2023,12,2.8,2562.7,459.0,2533.2,2103.7,3021.7
Minnesota,2024-01-01,2024,1,2.8,2520.2,443.8,2503.4,2076.4,2964.0
Minnesota,2024-02-01,2024,2,2.9,2522.1,442.7,2510.5,2079.4,2964.7999999999997
Minnesota,2024-03-01,2024,3,3.0,2530.7,446.3,2518.9,2084.4,2977.0
Minnesota,2024-04-01,2024,4,3.0,2563.5,456.8,2540.6,2106.7,3020.3
Minnesota,2024-05-01,2024,5,3.1,2606.0,470.9,2571.7,2135.1,3076.9
Minnesota,2024-06-01,2024,6,3.2,2630.9,482.2,2582.6,2148.7,3113.1
Minnesota,2024-07-01,2024,7,3.2,2624.8,483.9,2547.9,2140.9,3108.7000000000003
Minnesota,2024-08-01,2024,8,3.3,2624.9,482.3,2547.7,2142.6,3107.2000000000003
Minnesota,2024-09-01,2024,9,3.3,2601.8,475.8,2556.7,2126.0,3077.6000000000004
Minnesota,2024-10-01,2024,10,3.2,2607.3,472.9,2575.5,2134.4,3080.2000000000003
Minnesota,2024-11-01,2024,11,3.3,2600.2,464.5,2579.5,2135.7,3064.7
Minnesota,2024-12-01,2024,12,3.3,2591.4,456.1,2573.6,2135.3,3047.5
Minnesota,2025-01-01,2025,1,3.4,2535.1,439.6,2531.4,2095.5,2974.7
Minnesota,2025-02-01,2025,2,3.5,2533.4,437.4,2537.3,2096.0,2970.8
Minnesota,2025-03-01,2025,3,3.6,2533.2,441.5,2532.1,2091.7,2974.7
Minnesota,2025-04-01,2025,4,3.6,2577.2,454.5,2567.8,2122.7,3031.7
Minnesota,2025-05-01,2025,5,3.7,2615.8,470.2,2589.4,2145.6,3086.0
Minnesota,2025-06-01,2025,6,3.8,2624.0,478.8,2586.5,2145.2,3102.8
Minnesota,2025-07-01,2025,7,3.8,2629.9,481.1,2558.1,2148.8,3111.0
Minnesota,2025-08-01,2025,8,3.9,2635.0,481.0,2558.2,2154.0,3116.0
Minnesota,2025-09-01,2025,9,4.1,2607.6,474.5,2565.8,2133.1,3082.1
Minnesota,2025-10-01,2025,10,,2617.3,476.5,2584.1,2140.8,3093.8
Minnesota,2025-11-01,2025,11,4.2,2608.5,471.4,2580.8,2137.1,3079.9
Minnesota,2025-12-01,2025,12,4.2,2591.1,456.6,2573.9,2134.5,3047.7
Mississippi,2016-01-01,2016,1,6.3,,,,,0.0
Mississippi,2016-02-01,2016,2,6.2,,,,,0.0
Mississippi,2016-03-01,2016,3,6.1,,,,,0.0
Mississippi,2016-04-01,2016,4,6.0,,,,,0.0
Mississippi,2016-05-01,2016,5,6.0,,,,,0.0
Mississippi,2016-06-01,2016,6,6.0,,,,,0.0
Mississippi,2016-07-01,2016,7,6.0,,,,,0.0
Mississippi,2016-08-01,2016,8,6.0,,,,,0.0
Mississippi,2016-09-01,2016,9,5.9,,,,,0.0
Mississippi,2016-10-01,2016,10,5.9,,,,,0.0
Mississippi,2016-11-01,2016,11,5.8,,,,,0.0
Mississippi,2016-12-01,2016,12,5.7,,,,,0.0
Mississippi,2017-01-01,2017,1,5.6,,,,,0.0
Mississippi,2017-02-01,2017,2,5.5,,,,,0.0
Mississippi,2017-03-01,2017,3,5.4,,,,,0.0
Mississippi,2017-04-01,2017,4,5.4,,,,,0.0
Mississippi,2017-05-01,2017,5,5.3,,,,,0.0
Mississippi,2017-06-01,2017,6,5.2,,,,,0.0
Mississippi,2017-07-01,2017,7,5.2,,,,,0.0
Mississippi,2017-08-01,2017,8,5.1,,,,,0.0
Mississippi,2017-09-01,2017,9,5.0,,,,,0.0
Mississippi,2017-10-01,2017,10,5.0,,,,,0.0
Mississippi,2017-11-01,2017,11,4.9,,,,,0.0
Mississippi,2017-12-01,2017,12,4.9,,,,,0.0
Mississippi,2018-01-01,2018,1,4.9,,,,,0.0
Mississippi,2018-02-01,2018,2,4.9,,,,,0.0
Mississippi,2018-03-01,2018,3,4.9,,,,,0.0
Mississippi,2018-04-01,2018,4,4.9,,,,,0.0
Mississippi,2018-05-01,2018,5,4.9,,,,,0.0
Mississippi,2018-06-01,2018,6,4.8,,,,,0.0
Mississippi,2018-07-01,2018,7,4.8,,,,,0.0
Mississippi,2018-08-01,2018,8,4.8,,,,,0.0
Mississippi,2018-09-01,2018,9,4.9,,,,,0.0
Mississippi,2018-10-01,2018,10,5.0,,,,,0.0
Mississippi,2018-11-01,2018,11,5.2,,,,,0.0
Mississippi,2018-12-01,2018,12,5.3,,,,,0.0
Mississippi,2019-01-01,2019,1,5.4,,,,,0.0
Mississippi,2019-02-01,2019,2,5.4,,,,,0.0
Mississippi,2019-03-01,2019,3,5.4,,,,,0.0
Mississippi,2019-04-01,2019,4,5.4,,,,,0.0
Mississippi,2019-05-01,2019,5,5.4,,,,,0.0
Mississippi,2019-06-01,2019,6,5.5,,,,,0.0
Mississippi,2019-07-01,2019,7,5.6,,,,,0.0
Mississippi,2019-08-01,2019,8,5.6,,,,,0.0
Mississippi,2019-09-01,2019,9,5.6,,,,,0.0
Mississippi,2019-10-01,2019,10,5.6,,,,,0.0
Mississippi,2019-11-01,2019,11,5.5,,,,,0.0
Mississippi,2019-12-01,2019,12,5.5,,,,,0.0
Mississippi,2020-01-01,2020,1,5.6,,,,,0.0
Mississippi,2020-02-01,2020,2,5.7,,,,,0.0
Mississippi,2020-03-01,2020,3,5.9,,,,,0.0
Mississippi,2020-04-01,2020,4,15.6,,,,,0.0
Mississippi,2020-05-01,2020,5,11.2,,,,,0.0
Mississippi,2020-06-01,2020,6,9.4,,,,,0.0
Mississippi,2020-07-01,2020,7,8.3,,,,,0.0
Mississippi,2020-08-01,2020,8,7.4,,,,,0.0
Mississippi,2020-09-01,2020,9,7.1,,,,,0.0
Mississippi,2020-10-01,2020,10,6.7,,,,,0.0
Mississippi,2020-11-01,2020,11,6.6,,,,,0.0
Mississippi,2020-12-01,2020,12,6.5,,,,,0.0
Mississippi,2021-01-01,2021,1,6.4,,,,,0.0
Mississippi,2021-02-01,2021,2,6.3,,,,,0.0
Mississippi,2021-03-01,2021,3,6.2,,,,,0.0
Mississippi,2021-04-01,2021,4,6.1,,,,,0.0
Mississippi,2021-05-01,2021,5,5.9,,,,,0.0
Mississippi,2021-06-01,2021,6,5.7,,,,,0.0
Mississippi,2021-07-01,2021,7,5.5,,,,,0.0
Mississippi,2021-08-01,2021,8,5.1,,,,,0.0
Mississippi,2021-09-01,2021,9,4.8,,,,,0.0
Mississippi,2021-10-01,2021,10,4.5,,,,,0.0
Mississippi,2021-11-01,2021,11,4.3,,,,,0.0
Mississippi,2021-12-01,2021,12,4.1,,,,,0.0
Mississippi,2022-01-01,2022,1,4.0,,,,,0.0
Mississippi,2022-02-01,2022,2,3.9,,,,,0.0
Mississippi,2022-03-01,2022,3,3.8,,,,,0.0
Mississippi,2022-04-01,2022,4,3.8,,,,,0.0
Mississippi,2022-05-01,2022,5,3.7,,,,,0.0
Mississippi,2022-06-01,2022,6,3.7,,,,,0.0
Mississippi,2022-07-01,2022,7,3.7,,,,,0.0
Mississippi,2022-08-01,2022,8,3.7,,,,,0.0
Mississippi,2022-09-01,2022,9,3.7,,,,,0.0
Mississippi,2022-10-01,2022,10,3.7,,,,,0.0
Mississippi,2022-11-01,2022,11,3.6,,,,,0.0
Mississippi,2022-12-01,2022,12,3.5,,,,,0.0
Mississippi,2023-01-01,2023,1,3.4,,,,,0.0
Mississippi,2023-02-01,2023,2,3.3,,,,,0.0
Mississippi,2023-03-01,2023,3,3.2,,,,,0.0
Mississippi,2023-04-01,2023,4,3.1,,,,,0.0
Mississippi,2023-05-01,2023,5,3.1,,,,,0.0
Mississippi,2023-06-01,2023,6,3.1,,,,,0.0
Mississippi,2023-07-01,2023,7,3.1,,,,,0.0
Mississippi,2023-08-01,2023,8,3.1,,,,,0.0
Mississippi,2023-09-01,2023,9,3.1,,,,,0.0
Mississippi,2023-10-01,2023,10,3.0,,,,,0.0
Mississippi,2023-11-01,2023,11,3.0,,,,,0.0
Mississippi,2023-12-01,2023,12,2.9,,,,,0.0
Mississippi,2024-01-01,2024,1,2.8,,,,,0.0
Mississippi,2024-02-01,2024,2,2.8,,,,,0.0
Mississippi,2024-03-01,2024,3,2.8,,,,,0.0
Mississippi,2024-04-01,2024,4,2.8,,,,,0.0
Mississippi,2024-05-01,2024,5,2.9,,,,,0.0
Mississippi,2024-06-01,2024,6,3.0,,,,,0.0
Mississippi,2024-07-01,2024,7,3.2,,,,,0.0
Mississippi,2024-08-01,2024,8,3.3,,,,,0.0
Mississippi,2024-09-01,2024,9,3.4,,,,,0.0
Mississippi,2024-10-01,2024,10,3.6,,,,,0.0
Mississippi,2024-11-01,2024,11,3.7,,,,,0.0
Mississippi,2024-12-01,2024,12,3.8,,,,,0.0
Mississippi,2025-01-01,2025,1,3.9,,,,,0.0
Mississippi,2025-02-01,2025,2,3.9,,,,,0.0
Mississippi,2025-03-01,2025,3,3.9,,,,,0.0
Mississippi,2025-04-01,2025,4,3.9,,,,,0.0
Mississippi,2025-05-01,2025,5,3.9,,,,,0.0
Mississippi,2025-06-01,2025,6,3.8,,,,,0.0
Mississippi,2025-07-01,2025,7,3.8,,,,,0.0
Mississippi,2025-08-01,2025,8,3.7,,,,,0.0
Mississippi,2025-09-01,2025,9,3.7,,,,,0.0
Mississippi,2025-10-01,2025,10,,,,,,0.0
