State,Date,Year,Month,Unemployment_Rate,Information,Professional_and_Tech_Services,Leisure_and_Hospitality,Total_Tech_Employment_Thousands
Oregon,2024-04-01,2024,4,4.2,1678.2,309.4,1688.4,1987.6
Oregon,2024-05-01,2024,5,4.2,1684.7,310.8,1695.3,1995.5
Oregon,2024-06-01,2024,6,4.2,1691.5,314.1,1698.9,2005.6
Oregon,2024-07-01,2024,7,4.2,1688.8,316.2,1663.3,2005.0
Oregon,2024-08-01,2024,8,4.3,1693.2,316.9,1668.8,2010.1
Oregon,2024-09-01,2024,9,4.4,1693.0,314.3,1685.5,2007.3
Oregon,2024-10-01,2024,10,4.4,1683.5,309.0,1694.1,1992.5
Oregon,2024-11-01,2024,11,4.5,1677.6,303.9,1694.7,1981.5
Oregon,2024-12-01,2024,12,4.7,1680.7,303.2,1698.0,1983.9
Oregon,2025-01-01,2025,1,4.8,1652.3,296.1,1675.3,1948.4
Oregon,2025-02-01,2025,2,4.9,1651.7,295.6,1678.2,1947.3000000000002
Oregon,2025-03-01,2025,3,5.0,1653.5,295.8,1681.5,1949.3
Oregon,2025-04-01,2025,4,5.1,1669.9,297.9,1695.5,1967.8000000000002
Oregon,2025-05-01,2025,5,5.2,1676.1,299.9,1702.0,1976.0
Oregon,2025-06-01,2025,6,5.2,1678.0,301.8,1701.5,1979.8
Oregon,2025-07-01,2025,7,5.3,1675.3,304.2,1664.6,1979.5
Oregon,2025-08-01,2025,8,5.3,1678.4,303.7,1670.5,1982.1000000000001
Oregon,2025-09-01,2025,9,5.3,1665.7,299.4,1677.3,1965.1
Oregon,2025-10-01,2025,10,,1663.5,299.4,1684.0,1962.9
Oregon,2025-11-01,2025,11,5.3,1662.5,296.7,1686.6,1959.2
Oregon,2025-12-01,2025,12,5.3,1658.6,292.7,1685.8,1951.3
Oregon,2026-01-01,2026,1,5.2,1635.8,287.0,1665.2,1922.8
Oregon,2026-02-01,2026,2,5.2,1631.8,288.2,1662.3,1920.0
Pennsylvania,2016-01-01,2016,1,5.3,5057.9,805.6,4948.9,5863.5
Pennsylvania,2016-02-01,2016,2,5.3,5070.1,798.1,4987.6,5868.200000000001
Pennsylvania,2016-03-01,2016,3,5.3,5109.4,809.0,5018.9,5918.4
Pennsylvania,2016-04-01,2016,4,5.4,5175.0,822.3,5071.7,5997.3
Pennsylvania,2016-05-01,2016,5,5.4,5200.6,829.8,5083.1,6030.400000000001
Pennsylvania,2016-06-01,2016,6,5.4,5199.1,838.8,5053.3,6037.900000000001
Pennsylvania,2016-07-01,2016,7,5.4,5205.6,842.0,5018.8,6047.6
Pennsylvania,2016-08-01,2016,8,5.4,5199.2,840.4,5014.0,6039.599999999999
Pennsylvania,2016-09-01,2016,9,5.3,5216.7,834.6,5093.2,6051.3
Pennsylvania,2016-10-01,2016,10,5.3,5236.4,833.9,5121.6,6070.299999999999
Pennsylvania,2016-11-01,2016,11,5.3,5248.0,829.7,5142.3,6077.7
Pennsylvania,2016-12-01,2016,12,5.2,5237.0,820.6,5135.8,6057.6
Pennsylvania,2017-01-01,2017,1,5.2,5113.4,803.1,5006.9,5916.5
Pennsylvania,2017-02-01,2017,2,5.1,5132.3,803.9,5045.1,5936.2
Pennsylvania,2017-03-01,2017,3,5.1,5152.8,811.5,5059.5,5964.3
Pennsylvania,2017-04-01,2017,4,5.0,5219.1,830.5,5108.1,6049.6
Pennsylvania,2017-05-01,2017,5,5.0,5258.5,844.4,5131.3,6102.9
Pennsylvania,2017-06-01,2017,6,4.9,5264.9,856.4,5101.1,6121.299999999999
Pennsylvania,2017-07-01,2017,7,4.9,5258.3,859.4,5054.3,6117.7
Pennsylvania,2017-08-01,2017,8,4.9,5258.0,858.5,5056.3,6116.5
Pennsylvania,2017-09-01,2017,9,4.9,5274.6,853.9,5131.1,6128.5
Pennsylvania,2017-10-01,2017,10,4.9,5297.1,853.8,5160.4,6150.900000000001
Pennsylvania,2017-11-01,2017,11,4.9,5315.4,850.2,5187.0,6165.599999999999
Pennsylvania,2017-12-01,2017,12,4.9,5309.2,843.4,5182.4,6152.599999999999
Pennsylvania,2018-01-01,2018,1,4.8,5176.7,821.4,5052.0,5998.099999999999
Pennsylvania,2018-02-01,2018,2,4.7,5203.5,823.1,5095.4,6026.6
Pennsylvania,2018-03-01,2018,3,4.6,5229.1,833.0,5113.1,6062.1
Pennsylvania,2018-04-01,2018,4,4.5,5292.2,848.1,5161.5,6140.3
Pennsylvania,2018-05-01,2018,5,4.4,5326.5,858.4,5181.8,6184.9
Pennsylvania,2018-06-01,2018,6,4.3,5336.9,871.4,5157.9,6208.299999999999
Pennsylvania,2018-07-01,2018,7,4.3,5329.0,874.7,5109.4,6203.7
Pennsylvania,2018-08-01,2018,8,4.2,5326.4,873.5,5111.8,6199.9
Pennsylvania,2018-09-01,2018,9,4.2,5335.1,868.5,5178.0,6203.6
Pennsylvania,2018-10-01,2018,10,4.3,5371.7,872.5,5217.0,6244.2
Pennsylvania,2018-11-01,2018,11,4.3,5382.6,866.6,5239.3,6249.200000000001
Pennsylvania,2018-12-01,2018,12,4.3,5368.7,860.3,5225.8,6229.0
Pennsylvania,2019-01-01,2019,1,4.3,5249.1,842.4,5106.4,6091.5
Pennsylvania,2019-02-01,2019,2,4.3,5261.1,840.6,5136.0,6101.700000000001
Pennsylvania,2019-03-01,2019,3,4.3,5290.5,849.1,5160.1,6139.6
Pennsylvania,2019-04-01,2019,4,4.2,5352.1,865.6,5205.4,6217.700000000001
Pennsylvania,2019-05-01,2019,5,4.2,5380.7,873.7,5220.5,6254.4
Pennsylvania,2019-06-01,2019,6,4.2,5384.3,881.9,5196.5,6266.2
Pennsylvania,2019-07-01,2019,7,4.2,5378.3,883.8,5156.9,6262.1
Pennsylvania,2019-08-01,2019,8,4.2,5380.7,881.6,5166.9,6262.3
Pennsylvania,2019-09-01,2019,9,4.3,5379.2,874.2,5221.0,6253.4
Pennsylvania,2019-10-01,2019,10,4.3,5410.8,872.1,5260.4,6282.900000000001
Pennsylvania,2019-11-01,2019,11,4.3,5428.7,864.4,5291.3,6293.099999999999
Pennsylvania,2019-12-01,2019,12,4.4,5415.3,854.8,5280.4,6270.1
Pennsylvania,2020-01-01,2020,1,4.4,5287.9,839.1,5156.8,6127.0
Pennsylvania,2020-02-01,2020,2,4.6,5303.5,836.5,5187.0,6140.0
Pennsylvania,2020-03-01,2020,3,4.8,5279.2,840.5,5159.7,6119.7
Pennsylvania,2020-04-01,2020,4,16.1,4276.9,676.8,4294.1,4953.7
Pennsylvania,2020-05-01,2020,5,12.9,4511.4,766.5,4424.9,5277.9
Pennsylvania,2020-06-01,2020,6,11.3,4733.2,805.7,4588.6,5538.9
Pennsylvania,2020-07-01,2020,7,10.4,4844.0,809.0,4671.4,5653.0
Pennsylvania,2020-08-01,2020,8,9.3,4876.5,812.4,4712.3,5688.9
Pennsylvania,2020-09-01,2020,9,8.7,4929.3,812.5,4805.5,5741.8
Pennsylvania,2020-10-01,2020,10,8.1,5001.9,814.7,4876.8,5816.599999999999
Pennsylvania,2020-11-01,2020,11,7.8,5019.6,812.4,4897.4,5832.0
Pennsylvania,2020-12-01,2020,12,7.6,4971.4,807.0,4844.4,5778.4
Pennsylvania,2021-01-01,2021,1,7.4,4882.0,789.1,4759.4,5671.1
Pennsylvania,2021-02-01,2021,2,7.1,4911.4,784.8,4806.4,5696.2
Pennsylvania,2021-03-01,2021,3,6.8,4976.0,800.4,4860.5,5776.4
Pennsylvania,2021-04-01,2021,4,6.6,5025.4,814.0,4898.0,5839.4
Pennsylvania,2021-05-01,2021,5,6.3,5065.8,820.9,4927.8,5886.7
Pennsylvania,2021-06-01,2021,6,6.2,5089.7,830.5,4929.6,5920.2
Pennsylvania,2021-07-01,2021,7,5.9,5115.2,837.0,4924.1,5952.2
Pennsylvania,2021-08-01,2021,8,5.6,5117.1,837.5,4926.6,5954.6
Pennsylvania,2021-09-01,2021,9,5.3,5125.8,831.9,4979.0,5957.7
Pennsylvania,2021-10-01,2021,10,5.0,5202.1,836.9,5055.1,6039.0
Pennsylvania,2021-11-01,2021,11,4.7,5238.4,835.0,5097.0,6073.4
Pennsylvania,2021-12-01,2021,12,4.5,5249.1,831.1,5105.9,6080.200000000001
Pennsylvania,2022-01-01,2022,1,4.3,5128.6,811.2,4990.0,5939.8
Pennsylvania,2022-02-01,2022,2,4.3,5181.8,817.0,5051.1,5998.8
Pennsylvania,2022-03-01,2022,3,4.2,5228.8,829.1,5087.4,6057.900000000001
Pennsylvania,2022-04-01,2022,4,4.2,5288.0,844.0,5132.6,6132.0
Pennsylvania,2022-05-01,2022,5,4.2,5319.6,850.0,5153.5,6169.6
Pennsylvania,2022-06-01,2022,6,4.2,5321.3,857.9,5133.1,6179.2
Pennsylvania,2022-07-01,2022,7,4.2,5348.2,863.1,5127.0,6211.3
Pennsylvania,2022-08-01,2022,8,4.1,5342.2,860.7,5122.4,6202.9
Pennsylvania,2022-09-01,2022,9,4.1,5357.2,855.6,5189.2,6212.8
Pennsylvania,2022-10-01,2022,10,4.0,5382.5,855.1,5217.1,6237.6
Pennsylvania,2022-11-01,2022,11,4.0,5394.6,851.4,5239.1,6246.0
Pennsylvania,2022-12-01,2022,12,3.9,5389.6,845.5,5236.5,6235.1
Pennsylvania,2023-01-01,2023,1,3.9,5292.0,830.8,5138.7,6122.8
Pennsylvania,2023-02-01,2023,2,3.8,5307.8,830.1,5169.1,6137.900000000001
Pennsylvania,2023-03-01,2023,3,3.7,5346.1,837.3,5202.8,6183.400000000001
Pennsylvania,2023-04-01,2023,4,3.6,5384.3,849.6,5230.1,6233.900000000001
Pennsylvania,2023-05-01,2023,5,3.6,5413.5,855.4,5244.9,6268.9
Pennsylvania,2023-06-01,2023,6,3.5,5432.5,865.3,5243.4,6297.8
Pennsylvania,2023-07-01,2023,7,3.5,5416.3,864.1,5205.4,6280.400000000001
Pennsylvania,2023-08-01,2023,8,3.6,5406.1,861.6,5204.5,6267.700000000001
Pennsylvania,2023-09-01,2023,9,3.6,5427.7,857.4,5268.7,6285.099999999999
Pennsylvania,2023-10-01,2023,10,3.7,5442.8,854.9,5289.8,6297.7
Pennsylvania,2023-11-01,2023,11,3.7,5454.4,847.7,5316.9,6302.099999999999
Pennsylvania,2023-12-01,2023,12,3.7,5455.2,844.5,5316.1,6299.7
Pennsylvania,2024-01-01,2024,1,3.7,5332.1,826.2,5196.5,6158.3
Pennsylvania,2024-02-01,2024,2,3.7,5352.9,825.7,5232.5,6178.599999999999
Pennsylvania,2024-03-01,2024,3,3.7,5396.6,834.5,5269.9,6231.1
Pennsylvania,2024-04-01,2024,4,3.7,5426.6,842.7,5292.3,6269.3
Pennsylvania,2024-05-01,2024,5,3.7,5457.5,848.7,5315.8,6306.2
Pennsylvania,2024-06-01,2024,6,3.8,5468.6,859.8,5294.9,6328.400000000001
Pennsylvania,2024-07-01,2024,7,3.8,5452.6,859.9,5254.7,6312.5
Pennsylvania,2024-08-01,2024,8,3.8,5445.5,856.9,5258.1,6302.4
Pennsylvania,2024-09-01,2024,9,3.9,5469.1,851.5,5325.3,6320.6
Pennsylvania,2024-10-01,2024,10,3.9,5487.9,849.5,5352.2,6337.4
Pennsylvania,2024-11-01,2024,11,4.0,5495.6,844.8,5370.3,6340.400000000001
Pennsylvania,2024-12-01,2024,12,4.0,5492.5,838.9,5368.9,6331.4
Pennsylvania,2025-01-01,2025,1,4.1,5371.7,819.3,5255.6,6191.0
Pennsylvania,2025-02-01,2025,2,4.1,5384.6,819.6,5276.3,6204.200000000001
Pennsylvania,2025-03-01,2025,3,4.2,5426.9,830.7,5309.9,6257.599999999999
Pennsylvania,2025-04-01,2025,4,4.2,5460.6,840.1,5336.3,6300.700000000001
Pennsylvania,2025-05-01,2025,5,4.2,5492.0,848.6,5359.3,6340.6
Pennsylvania,2025-06-01,2025,6,4.3,5495.8,856.1,5336.0,6351.900000000001
Pennsylvania,2025-07-01,2025,7,4.4,5479.4,856.6,5288.6,6336.0
Pennsylvania,2025-08-01,2025,8,4.4,5469.7,853.1,5286.4,6322.8
Pennsylvania,2025-09-01,2025,9,4.4,5480.2,846.4,5344.0,6326.599999999999
Pennsylvania,2025-10-01,2025,10,,5510.1,842.7,5379.3,6352.8
Pennsylvania,2025-11-01,2025,11,4.4,5510.1,839.3,5387.0,6349.400000000001
Pennsylvania,2025-12-01,2025,12,4.4,5510.1,832.0,5389.8,6342.1
Pennsylvania,2026-01-01,2026,1,4.3,5412.1,822.5,5286.6,6234.6
Pennsylvania,2026-02-01,2026,2,4.2,5401.7,815.0,5294.0,6216.7
Rhode Island,2016-01-01,2016,1,5.6,414.3,56.7,422.8,471.0
Rhode Island,2016-02-01,2016,2,5.5,417.1,56.2,426.6,473.3
Rhode Island,2016-03-01,2016,3,5.5,420.6,56.9,429.6,477.5
Rhode Island,2016-04-01,2016,4,5.4,428.0,58.3,435.5,486.3
Rhode Island,2016-05-01,2016,5,5.4,432.4,59.2,439.5,491.59999999999997
Rhode Island,2016-06-01,2016,6,5.3,435.6,59.9,439.1,495.5
Rhode Island,2016-07-01,2016,7,5.3,434.6,59.6,435.7,494.20000000000005
Rhode Island,2016-08-01,2016,8,5.2,433.9,60.0,434.0,493.9
Rhode Island,2016-09-01,2016,9,5.1,434.3,59.5,440.7,493.8
Rhode Island,2016-10-01,2016,10,5.0,435.0,59.8,441.4,494.8
Rhode Island,2016-11-01,2016,11,4.9,434.1,59.5,441.0,493.6
Rhode Island,2016-12-01,2016,12,4.7,432.2,59.0,439.5,491.2
Rhode Island,2017-01-01,2017,1,4.6,416.7,56.7,425.4,473.4
Rhode Island,2017-02-01,2017,2,4.5,420.1,56.5,429.4,476.6
Rhode Island,2017-03-01,2017,3,4.5,421.8,56.7,431.1,478.5
Rhode Island,2017-04-01,2017,4,4.4,430.3,58.5,437.8,488.8
Rhode Island,2017-05-01,2017,5,4.4,436.1,59.3,443.6,495.40000000000003
Rhode Island,2017-06-01,2017,6,4.4,439.8,60.2,443.6,500.0
Rhode Island,2017-07-01,2017,7,4.4,438.2,59.7,439.6,497.9
Rhode Island,2017-08-01,2017,8,4.5,439.1,60.3,439.3,499.40000000000003
Rhode Island,2017-09-01,2017,9,4.5,437.6,59.9,444.1,497.5
Rhode Island,2017-10-01,2017,10,4.5,437.5,60.0,444.1,497.5
Rhode Island,2017-11-01,2017,11,4.5,438.2,60.1,444.5,498.3
Rhode Island,2017-12-01,2017,12,4.5,436.9,59.9,443.8,496.79999999999995
Rhode Island,2018-01-01,2018,1,4.5,417.7,57.1,426.3,474.8
Rhode Island,2018-02-01,2018,2,4.4,423.8,58.0,432.0,481.8
Rhode Island,2018-03-01,2018,3,4.3,425.5,58.5,433.1,484.0
Rhode Island,2018-04-01,2018,4,4.1,433.1,59.5,439.8,492.6
Rhode Island,2018-05-01,2018,5,4.0,439.4,60.4,446.6,499.79999999999995
Rhode Island,2018-06-01,2018,6,4.0,442.1,60.9,445.7,503.0
Rhode Island,2018-07-01,2018,7,3.9,441.5,60.3,442.5,501.8
Rhode Island,2018-08-01,2018,8,3.9,441.8,61.0,441.8,502.8
Rhode Island,2018-09-01,2018,9,3.9,440.6,60.8,447.1,501.40000000000003
Rhode Island,2018-10-01,2018,10,3.9,441.3,60.6,447.4,501.90000000000003
Rhode Island,2018-11-01,2018,11,3.9,441.1,60.4,447.4,501.5
Rhode Island,2018-12-01,2018,12,3.8,439.7,60.1,446.6,499.8
Rhode Island,2019-01-01,2019,1,3.8,424.4,58.3,432.5,482.7
Rhode Island,2019-02-01,2019,2,3.7,428.3,57.8,436.9,486.1
Rhode Island,2019-03-01,2019,3,3.6,428.3,58.2,437.1,486.5
Rhode Island,2019-04-01,2019,4,3.5,436.3,59.8,443.5,496.1
Rhode Island,2019-05-01,2019,5,3.5,441.8,60.5,448.6,502.3
Rhode Island,2019-06-01,2019,6,3.5,444.4,61.3,447.8,505.7
Rhode Island,2019-07-01,2019,7,3.5,444.5,60.7,445.1,505.2
Rhode Island,2019-08-01,2019,8,3.5,444.7,61.4,444.7,506.09999999999997
Rhode Island,2019-09-01,2019,9,3.5,443.2,60.9,449.5,504.09999999999997
Rhode Island,2019-10-01,2019,10,3.4,443.4,60.9,449.6,504.29999999999995
Rhode Island,2019-11-01,2019,11,3.4,443.9,60.9,450.1,504.79999999999995
Rhode Island,2019-12-01,2019,12,3.4,442.1,60.2,449.0,502.3
Rhode Island,2020-01-01,2020,1,3.5,426.9,58.3,435.4,485.2
Rhode Island,2020-02-01,2020,2,3.6,431.6,58.3,440.3,489.90000000000003
Rhode Island,2020-03-01,2020,3,3.7,427.7,58.3,436.2,486.0
Rhode Island,2020-04-01,2020,4,17.9,335.6,49.1,350.6,384.70000000000005
Rhode Island,2020-05-01,2020,5,15.4,355.1,53.4,365.8,408.5
Rhode Island,2020-06-01,2020,6,13.4,380.3,55.8,386.8,436.1
Rhode Island,2020-07-01,2020,7,12.2,391.8,56.1,394.7,447.90000000000003
Rhode Island,2020-08-01,2020,8,10.4,399.9,57.4,402.1,457.29999999999995
Rhode Island,2020-09-01,2020,9,10.0,404.7,57.7,411.0,462.4
Rhode Island,2020-10-01,2020,10,7.0,410.8,58.2,417.6,469.0
Rhode Island,2020-11-01,2020,11,7.0,410.6,58.5,417.1,469.1
Rhode Island,2020-12-01,2020,12,7.0,402.9,58.1,409.0,461.0
Rhode Island,2021-01-01,2021,1,6.6,391.7,55.8,399.0,447.5
Rhode Island,2021-02-01,2021,2,6.4,397.4,55.7,405.5,453.09999999999997
Rhode Island,2021-03-01,2021,3,6.2,402.4,56.8,409.4,459.2
Rhode Island,2021-04-01,2021,4,6.2,411.8,58.5,417.6,470.3
Rhode Island,2021-05-01,2021,5,6.1,418.5,59.3,424.0,477.8
Rhode Island,2021-06-01,2021,6,6.1,423.1,60.3,426.2,483.40000000000003
Rhode Island,2021-07-01,2021,7,5.9,424.6,60.2,425.2,484.8
Rhode Island,2021-08-01,2021,8,5.6,423.9,60.7,422.3,484.59999999999997
Rhode Island,2021-09-01,2021,9,5.1,423.1,60.5,427.5,483.6
Rhode Island,2021-10-01,2021,10,4.6,427.3,61.2,430.7,488.5
Rhode Island,2021-11-01,2021,11,4.1,428.7,61.5,432.1,490.2
Rhode Island,2021-12-01,2021,12,3.7,426.0,61.0,429.9,487.0
Rhode Island,2022-01-01,2022,1,3.5,410.1,58.2,415.4,468.3
Rhode Island,2022-02-01,2022,2,3.3,417.9,58.9,423.6,476.79999999999995
Rhode Island,2022-03-01,2022,3,3.2,421.0,59.6,426.0,480.6
Rhode Island,2022-04-01,2022,4,3.1,433.0,61.4,436.3,494.4
Rhode Island,2022-05-01,2022,5,3.1,437.4,62.0,440.6,499.4
Rhode Island,2022-06-01,2022,6,3.2,441.4,62.5,442.6,503.9
Rhode Island,2022-07-01,2022,7,3.3,442.5,62.3,441.4,504.8
Rhode Island,2022-08-01,2022,8,3.4,441.7,62.7,440.5,504.4
Rhode Island,2022-09-01,2022,9,3.3,438.6,62.3,441.2,500.90000000000003
Rhode Island,2022-10-01,2022,10,3.2,440.3,62.5,443.2,502.8
Rhode Island,2022-11-01,2022,11,3.1,440.4,62.8,443.7,503.2
Rhode Island,2022-12-01,2022,12,3.0,437.1,62.3,440.9,499.40000000000003
Rhode Island,2023-01-01,2023,1,2.9,423.1,60.5,426.7,483.6
Rhode Island,2023-02-01,2023,2,2.8,428.5,60.6,433.2,489.1
Rhode Island,2023-03-01,2023,3,2.7,430.9,60.9,436.3,491.79999999999995
Rhode Island,2023-04-01,2023,4,2.7,435.5,61.9,439.1,497.4
Rhode Island,2023-05-01,2023,5,2.7,443.7,62.8,447.0,506.5
Rhode Island,2023-06-01,2023,6,2.7,449.1,63.4,450.0,512.5
Rhode Island,2023-07-01,2023,7,2.7,448.0,62.7,446.6,510.7
Rhode Island,2023-08-01,2023,8,2.9,447.1,62.9,445.9,510.0
Rhode Island,2023-09-01,2023,9,3.1,447.0,62.6,450.8,509.6
Rhode Island,2023-10-01,2023,10,3.3,445.6,62.4,449.8,508.0
Rhode Island,2023-11-01,2023,11,3.5,445.4,62.3,450.0,507.7
Rhode Island,2023-12-01,2023,12,3.7,444.4,62.0,449.4,506.4
Rhode Island,2024-01-01,2024,1,3.8,427.9,60.0,432.6,487.9
Rhode Island,2024-02-01,2024,2,3.9,433.2,60.1,439.7,493.3
Rhode Island,2024-03-01,2024,3,4.0,437.1,61.0,443.3,498.1
Rhode Island,2024-04-01,2024,4,4.1,444.7,62.1,449.0,506.8
Rhode Island,2024-05-01,2024,5,4.2,450.7,63.1,453.8,513.8
Rhode Island,2024-06-01,2024,6,4.3,454.5,63.6,456.3,518.1
Rhode Island,2024-07-01,2024,7,4.4,453.4,63.3,452.6,516.6999999999999
Rhode Island,2024-08-01,2024,8,4.4,453.6,63.5,452.3,517.1
Rhode Island,2024-09-01,2024,9,4.4,452.2,63.1,456.6,515.3
Rhode Island,2024-10-01,2024,10,4.5,452.1,62.7,456.3,514.8000000000001
Rhode Island,2024-11-01,2024,11,4.5,452.6,62.7,457.1,515.3000000000001
Rhode Island,2024-12-01,2024,12,4.5,450.9,62.2,455.9,513.1
Rhode Island,2025-01-01,2025,1,4.5,434.8,60.1,440.8,494.90000000000003
Rhode Island,2025-02-01,2025,2,4.5,438.9,60.0,445.7,498.9
Rhode Island,2025-03-01,2025,3,4.5,441.5,60.7,447.7,502.2
Rhode Island,2025-04-01,2025,4,4.4,450.2,61.9,455.3,512.1
Rhode Island,2025-05-01,2025,5,4.4,457.4,62.7,460.8,520.1
Rhode Island,2025-06-01,2025,6,4.3,458.4,63.1,460.2,521.5
Rhode Island,2025-07-01,2025,7,4.2,455.9,62.6,455.8,518.5
Rhode Island,2025-08-01,2025,8,4.3,455.3,63.1,454.0,518.4
Rhode Island,2025-09-01,2025,9,4.3,452.5,62.6,456.4,515.1
Rhode Island,2025-10-01,2025,10,,451.8,62.4,454.8,514.2
Rhode Island,2025-11-01,2025,11,4.4,450.5,62.4,454.3,512.9
Rhode Island,2025-12-01,2025,12,4.4,448.6,62.4,452.7,511.0
Rhode Island,2026-01-01,2026,1,4.5,437.6,60.9,441.2,498.5
Rhode Island,2026-02-01,2026,2,4.6,439.1,60.3,444.4,499.40000000000003
South Carolina,2016-01-01,2016,1,5.3,1638.1,330.8,1669.3,1968.8999999999999
South Carolina,2016-02-01,2016,2,5.3,1652.5,332.3,1686.0,1984.8
South Carolina,2016-03-01,2016,3,5.2,1668.6,333.9,1702.4,2002.5
South Carolina,2016-04-01,2016,4,5.1,1691.5,334.7,1725.2,2026.2
South Carolina,2016-05-01,2016,5,5.1,1703.2,336.3,1734.4,2039.5
South Carolina,2016-06-01,2016,6,5.0,1708.7,338.3,1733.0,2047.0
South Carolina,2016-07-01,2016,7,4.9,1710.6,339.6,1721.7,2050.2
South Carolina,2016-08-01,2016,8,4.7,1712.6,339.4,1726.7,2052.0
South Carolina,2016-09-01,2016,9,4.7,1705.7,340.8,1730.2,2046.5
South Carolina,2016-10-01,2016,10,4.6,1698.9,339.1,1727.3,2038.0
South Carolina,2016-11-01,2016,11,4.5,1718.9,342.0,1745.6,2060.9
South Carolina,2016-12-01,2016,12,4.4,1718.1,343.8,1744.4,2061.9
South Carolina,2017-01-01,2017,1,4.4,1684.9,341.9,1707.4,2026.8000000000002
South Carolina,2017-02-01,2017,2,4.3,1699.5,343.9,1723.4,2043.4
South Carolina,2017-03-01,2017,3,4.2,1713.6,345.1,1738.4,2058.7
South Carolina,2017-04-01,2017,4,4.2,1726.9,344.9,1752.0,2071.8
South Carolina,2017-05-01,2017,5,4.1,1740.3,347.4,1762.6,2087.7
South Carolina,2017-06-01,2017,6,4.1,1751.5,350.4,1766.3,2101.9
South Carolina,2017-07-01,2017,7,4.2,1747.0,350.1,1751.3,2097.1
South Carolina,2017-08-01,2017,8,4.2,1744.3,345.9,1755.5,2090.2
South Carolina,2017-09-01,2017,9,4.2,1727.8,345.6,1750.5,2073.4
South Carolina,2017-10-01,2017,10,4.2,1739.8,345.5,1765.8,2085.3
South Carolina,2017-11-01,2017,11,4.2,1754.8,347.4,1781.0,2102.2
South Carolina,2017-12-01,2017,12,4.0,1754.0,349.4,1777.8,2103.4
South Carolina,2018-01-01,2018,1,3.9,1739.1,350.9,1757.8,2090.0
South Carolina,2018-02-01,2018,2,3.7,1755.6,354.3,1773.0,2109.9
South Carolina,2018-03-01,2018,3,3.5,1766.1,355.2,1783.8,2121.2999999999997
South Carolina,2018-04-01,2018,4,3.3,1788.9,358.0,1803.7,2146.9
South Carolina,2018-05-01,2018,5,3.2,1800.3,360.1,1812.8,2160.4
South Carolina,2018-06-01,2018,6,3.2,1812.0,363.2,1816.1,2175.2
South Carolina,2018-07-01,2018,7,3.3,1803.3,361.9,1795.8,2165.2
South Carolina,2018-08-01,2018,8,3.3,1805.4,361.6,1801.7,2167.0
South Carolina,2018-09-01,2018,9,3.3,1780.8,361.1,1789.5,2141.9
South Carolina,2018-10-01,2018,10,3.3,1797.3,362.5,1805.8,2159.8
South Carolina,2018-11-01,2018,11,3.2,1812.1,364.1,1821.2,2176.2
South Carolina,2018-12-01,2018,12,3.2,1808.6,365.9,1815.7,2174.5
South Carolina,2019-01-01,2019,1,3.2,1775.7,364.4,1781.5,2140.1
South Carolina,2019-02-01,2019,2,3.2,1785.0,365.8,1792.6,2150.8
South Carolina,2019-03-01,2019,3,3.1,1796.6,367.0,1804.3,2163.6
South Carolina,2019-04-01,2019,4,3.1,1815.7,369.6,1824.0,2185.3
South Carolina,2019-05-01,2019,5,2.9,1827.7,370.2,1835.6,2197.9
South Carolina,2019-06-01,2019,6,2.7,1834.9,372.3,1835.6,2207.2000000000003
South Carolina,2019-07-01,2019,7,2.6,1833.8,372.3,1822.4,2206.1
South Carolina,2019-08-01,2019,8,2.5,1834.8,371.5,1830.1,2206.3
South Carolina,2019-09-01,2019,9,2.4,1820.7,370.3,1827.4,2191.0
South Carolina,2019-10-01,2019,10,2.4,1823.7,367.9,1836.1,2191.6
South Carolina,2019-11-01,2019,11,2.5,1836.2,368.6,1849.3,2204.8
South Carolina,2019-12-01,2019,12,2.6,1833.2,369.2,1845.9,2202.4
South Carolina,2020-01-01,2020,1,2.8,1792.3,365.3,1805.1,2157.6
South Carolina,2020-02-01,2020,2,2.9,1798.0,365.8,1813.1,2163.8
South Carolina,2020-03-01,2020,3,3.1,1794.7,365.3,1811.4,2160.0
South Carolina,2020-04-01,2020,4,11.7,1531.5,331.1,1568.2,1862.6
South Carolina,2020-05-01,2020,5,9.3,1610.1,337.6,1635.2,1947.6999999999998
South Carolina,2020-06-01,2020,6,7.8,1688.8,350.4,1692.3,2039.1999999999998
South Carolina,2020-07-01,2020,7,7.1,1699.5,348.3,1691.2,2047.8
South Carolina,2020-08-01,2020,8,6.2,1717.8,351.5,1725.2,2069.3
South Carolina,2020-09-01,2020,9,5.8,1716.9,351.7,1732.2,2068.6
South Carolina,2020-10-01,2020,10,5.3,1747.5,352.8,1762.0,2100.3
South Carolina,2020-11-01,2020,11,5.1,1762.5,353.9,1776.9,2116.4
South Carolina,2020-12-01,2020,12,4.9,1769.7,355.8,1783.5,2125.5
South Carolina,2021-01-01,2021,1,4.6,1731.3,352.9,1744.8,2084.2
South Carolina,2021-02-01,2021,2,4.5,1746.0,355.2,1758.4,2101.2
South Carolina,2021-03-01,2021,3,4.3,1757.1,356.3,1769.3,2113.4
South Carolina,2021-04-01,2021,4,4.2,1771.1,357.1,1783.1,2128.2
South Carolina,2021-05-01,2021,5,4.1,1785.2,356.2,1797.2,2141.4
South Carolina,2021-06-01,2021,6,4.0,1791.3,358.5,1796.5,2149.8
South Carolina,2021-07-01,2021,7,3.9,1808.8,361.2,1800.0,2170.0
