State,Date,Year,Month,Unemployment_Rate,Goods_Producing,Service_Providing,Mining_and_Logging,Construction,Manufacturing,Trade_Transport_and_Utilities,Information,Financial_Activities,Professional_and_Tech_Services,Education_and_Health_Services,Leisure_and_Hospitality,Government,Total_Tech_Employment_Thousands
Alaska,2021-05-01,2021,5,6.8,37.3,273.2,10.3,16.5,10.5,60.9,4.8,10.8,26.7,50.8,30.7,78.1,31.5
Alaska,2021-06-01,2021,6,6.8,43.8,277.9,10.7,18.2,14.9,62.3,4.9,11.0,27.6,50.5,34.6,76.1,32.5
Alaska,2021-07-01,2021,7,6.5,51.9,279.5,11.1,19.0,21.8,63.6,4.9,11.1,27.9,50.8,36.9,73.3,32.8
Alaska,2021-08-01,2021,8,6.3,48.0,280.6,10.9,18.7,18.4,63.8,4.8,11.1,27.8,50.3,37.0,74.9,32.6
Alaska,2021-09-01,2021,9,6.0,42.7,278.5,10.6,17.8,14.3,62.7,4.8,11.0,27.1,49.9,34.5,77.9,31.900000000000002
Alaska,2021-10-01,2021,10,5.8,37.6,273.2,10.7,17.0,9.9,61.4,4.8,10.9,26.4,50.3,30.1,78.7,31.2
Alaska,2021-11-01,2021,11,5.5,33.2,271.3,10.5,15.1,7.6,61.1,4.8,10.8,26.2,50.3,28.8,78.6,31.0
Alaska,2021-12-01,2021,12,5.4,32.0,271.3,10.6,14.3,7.1,61.0,4.8,10.9,26.1,50.4,29.0,78.6,30.900000000000002
Alaska,2022-01-01,2022,1,5.3,33.3,266.2,10.3,13.3,9.7,59.6,4.7,10.7,25.7,49.5,28.3,77.3,30.4
Alaska,2022-02-01,2022,2,5.0,35.5,270.1,10.4,13.6,11.5,60.3,4.8,10.8,26.2,50.0,29.1,78.3,31.0
Alaska,2022-03-01,2022,3,4.7,35.9,272.2,10.6,13.9,11.4,60.6,4.7,10.9,26.3,50.2,30.0,78.8,31.0
Alaska,2022-04-01,2022,4,4.5,36.8,275.7,10.7,14.9,11.2,62.2,4.7,11.0,26.5,50.3,31.5,78.5,31.2
Alaska,2022-05-01,2022,5,4.4,38.2,284.9,10.8,16.9,10.5,65.5,4.8,11.1,27.6,50.3,36.1,78.3,32.4
Alaska,2022-06-01,2022,6,4.2,45.0,289.0,11.1,18.5,15.4,67.1,4.8,11.3,28.3,50.3,40.6,74.8,33.1
Alaska,2022-07-01,2022,7,4.1,52.5,289.4,11.3,18.8,22.4,68.3,4.8,11.3,29.1,50.1,42.2,71.8,33.9
Alaska,2022-08-01,2022,8,3.9,48.1,290.7,11.3,18.8,18.0,68.4,4.8,11.3,29.0,50.0,41.8,73.8,33.8
Alaska,2022-09-01,2022,9,4.0,41.1,288.0,11.2,17.9,12.0,66.3,4.8,11.1,28.0,49.8,38.4,78.4,32.8
Alaska,2022-10-01,2022,10,4.1,37.7,278.3,11.3,17.1,9.3,63.4,4.6,10.9,27.2,50.1,32.2,78.6,31.799999999999997
Alaska,2022-11-01,2022,11,4.1,34.1,275.6,11.1,15.4,7.6,62.1,4.6,10.9,26.8,50.7,30.4,78.8,31.4
Alaska,2022-12-01,2022,12,4.1,32.6,275.9,11.2,14.5,6.9,62.2,4.6,10.8,27.0,50.4,31.0,78.7,31.6
Alaska,2023-01-01,2023,1,4.1,35.2,271.6,11.0,13.9,10.3,61.1,4.6,10.6,26.2,50.5,30.1,77.4,30.799999999999997
Alaska,2023-02-01,2023,2,4.1,37.5,276.3,11.1,14.3,12.1,61.7,4.6,10.7,26.8,50.9,30.9,79.4,31.4
Alaska,2023-03-01,2023,3,4.1,38.1,277.1,11.2,14.6,12.3,62.0,4.6,10.7,26.6,51.0,31.4,79.5,31.200000000000003
Alaska,2023-04-01,2023,4,4.1,38.0,281.9,11.4,15.4,11.2,63.6,4.6,10.8,27.4,51.1,32.8,80.1,32.0
Alaska,2023-05-01,2023,5,4.1,38.8,291.2,11.5,17.4,9.9,67.0,4.6,11.0,28.3,51.1,37.4,80.1,32.9
Alaska,2023-06-01,2023,6,4.2,48.7,298.3,11.8,19.3,17.6,69.3,4.7,11.2,29.8,51.6,43.2,76.1,34.5
Alaska,2023-07-01,2023,7,4.2,55.0,296.2,12.1,19.9,23.0,69.7,4.6,11.1,29.8,51.6,44.1,72.9,34.4
Alaska,2023-08-01,2023,8,4.3,51.1,297.9,12.2,20.2,18.7,69.8,4.6,11.0,29.8,51.6,44.0,74.8,34.4
Alaska,2023-09-01,2023,9,4.4,45.9,295.5,12.1,19.4,14.4,67.9,4.6,11.0,28.9,51.7,40.0,79.6,33.5
Alaska,2023-10-01,2023,10,4.4,40.6,284.6,11.9,18.6,10.1,64.9,4.5,10.8,27.9,51.9,32.8,80.0,32.4
Alaska,2023-11-01,2023,11,4.5,35.9,281.0,11.7,16.5,7.7,63.0,4.4,10.6,28.3,52.1,30.7,80.2,32.7
Alaska,2023-12-01,2023,12,4.5,34.6,281.9,11.9,16.1,6.6,63.4,4.4,10.7,27.8,52.2,31.4,80.3,32.2
Alaska,2024-01-01,2024,1,4.5,36.6,276.3,11.8,15.4,9.4,61.7,4.4,10.5,27.2,52.2,30.1,78.6,31.6
Alaska,2024-02-01,2024,2,4.5,39.8,280.7,12.0,16.5,11.3,62.0,4.4,10.6,27.8,52.7,30.8,80.7,32.2
Alaska,2024-03-01,2024,3,4.5,40.6,282.7,12.2,16.7,11.7,62.6,4.4,10.7,27.9,52.8,31.6,80.9,32.3
Alaska,2024-04-01,2024,4,4.5,40.8,286.6,12.3,17.5,11.0,64.4,4.4,10.6,28.1,52.7,33.0,81.4,32.5
Alaska,2024-05-01,2024,5,4.5,41.0,298.0,12.3,19.2,9.5,68.4,4.4,10.8,29.3,52.8,38.4,81.6,33.7
Alaska,2024-06-01,2024,6,4.5,49.3,301.7,12.6,20.6,16.1,70.3,4.5,11.0,30.2,52.8,43.3,76.9,34.7
Alaska,2024-07-01,2024,7,4.6,55.0,301.9,12.9,20.8,21.3,70.9,4.5,11.1,30.4,53.2,44.5,74.5,34.9
Alaska,2024-08-01,2024,8,4.6,49.6,303.8,12.9,21.0,15.7,71.2,4.4,11.1,30.3,53.3,44.5,76.3,34.7
Alaska,2024-09-01,2024,9,4.6,46.2,300.8,12.8,20.2,13.2,69.1,4.4,10.9,29.7,53.2,40.7,80.8,34.1
Alaska,2024-10-01,2024,10,4.6,42.1,289.4,12.8,19.5,9.8,65.7,4.3,10.8,29.0,53.5,33.1,81.0,33.3
Alaska,2024-11-01,2024,11,4.6,37.7,285.5,12.6,17.6,7.5,63.9,4.3,10.7,28.7,53.8,31.1,81.1,33.0
Alaska,2024-12-01,2024,12,4.5,37.0,285.7,12.9,17.4,6.7,63.9,4.3,10.7,28.4,53.6,31.6,81.3,32.699999999999996
Alaska,2025-01-01,2025,1,4.5,39.9,281.6,12.9,17.0,10.0,62.5,4.3,10.4,27.8,54.0,30.9,80.0,32.1
Alaska,2025-02-01,2025,2,4.6,42.7,283.2,13.1,17.7,11.9,62.6,4.3,10.5,27.9,54.1,31.2,80.9,32.199999999999996
Alaska,2025-03-01,2025,3,4.6,43.2,284.9,13.1,18.2,11.9,63.1,4.3,10.5,28.1,54.1,31.7,81.4,32.4
Alaska,2025-04-01,2025,4,4.6,43.4,288.9,13.2,18.8,11.4,64.9,4.2,10.7,28.6,54.5,32.6,81.6,32.800000000000004
Alaska,2025-05-01,2025,5,4.6,42.7,300.9,13.1,19.6,10.0,69.3,4.3,10.8,29.6,54.6,38.7,81.4,33.9
Alaska,2025-06-01,2025,6,4.6,50.5,304.4,13.3,21.0,16.2,71.2,4.3,10.9,30.4,54.6,42.9,77.6,34.699999999999996
Alaska,2025-07-01,2025,7,4.6,57.2,302.8,13.5,21.4,22.3,71.8,4.3,11.0,30.6,54.4,44.5,73.6,34.9
Alaska,2025-08-01,2025,8,4.6,52.2,304.8,13.6,21.3,17.3,72.0,4.3,11.0,30.1,54.2,44.4,76.4,34.4
Alaska,2025-09-01,2025,9,4.7,46.9,299.8,13.5,20.3,13.1,69.9,4.2,10.8,29.1,53.9,40.3,79.8,33.300000000000004
Alaska,2025-10-01,2025,10,,43.9,289.5,13.5,19.7,10.7,66.9,4.2,10.6,28.3,54.0,34.5,79.2,32.5
Alaska,2025-11-01,2025,11,4.8,39.4,286.3,13.5,17.8,8.1,65.8,4.2,10.7,28.2,54.2,32.4,79.0,32.4
Alaska,2025-12-01,2025,12,4.8,37.9,286.7,13.7,16.9,7.3,65.1,4.2,10.9,28.2,54.0,33.2,79.1,32.4
Alaska,2026-01-01,2026,1,4.8,40.7,282.1,13.5,16.8,10.4,63.7,4.1,10.7,28.4,53.8,32.0,77.7,32.5
Alaska,2026-02-01,2026,2,4.7,42.5,284.4,13.7,16.7,12.1,64.3,4.1,10.9,28.5,54.1,31.9,78.7,32.6
Arizona,2016-01-01,2016,1,5.7,300.3,2363.5,11.8,127.2,161.3,508.4,46.1,197.1,404.4,409.1,300.3,410.7,450.5
Arizona,2016-02-01,2016,2,5.7,303.4,2389.7,12.0,129.5,161.9,507.7,46.9,198.6,405.2,411.9,307.3,423.7,452.09999999999997
Arizona,2016-03-01,2016,3,5.6,304.2,2397.8,11.5,131.2,161.5,508.6,46.3,199.0,405.7,412.6,312.4,424.5,452.0
Arizona,2016-04-01,2016,4,5.6,305.3,2412.3,11.5,132.3,161.5,510.3,46.9,200.5,410.8,415.2,315.5,424.5,457.7
Arizona,2016-05-01,2016,5,5.6,305.9,2398.1,11.4,132.8,161.7,510.2,47.3,200.5,407.8,414.1,313.9,414.8,455.1
Arizona,2016-06-01,2016,6,5.5,309.1,2338.2,11.6,135.0,162.5,508.1,46.9,200.7,404.8,407.9,307.0,373.8,451.7
Arizona,2016-07-01,2016,7,5.5,310.6,2331.4,11.6,136.9,162.1,509.7,46.6,202.3,410.7,407.6,302.7,363.8,457.3
Arizona,2016-08-01,2016,8,5.4,310.8,2380.0,11.5,137.2,162.1,511.0,46.0,203.4,413.1,416.5,307.2,395.2,459.1
Arizona,2016-09-01,2016,9,5.4,309.8,2420.7,11.4,136.6,161.8,510.6,45.5,204.3,416.5,421.4,310.2,424.0,462.0
Arizona,2016-10-01,2016,10,5.4,309.3,2445.4,11.4,136.8,161.1,519.7,46.0,206.1,419.9,424.2,314.0,426.7,465.9
Arizona,2016-11-01,2016,11,5.3,309.2,2469.2,11.4,136.1,161.7,534.0,46.1,207.6,422.2,427.1,314.2,428.9,468.3
Arizona,2016-12-01,2016,12,5.3,311.2,2471.3,11.5,136.2,163.5,538.4,46.2,208.7,423.0,429.1,312.6,425.0,469.2
Arizona,2017-01-01,2017,1,5.2,309.1,2422.2,11.3,135.3,162.5,519.8,46.0,207.5,415.2,423.9,309.5,413.0,461.2
Arizona,2017-02-01,2017,2,5.2,312.1,2446.8,11.4,137.0,163.7,517.3,46.7,208.1,415.4,428.4,316.8,425.9,462.09999999999997
Arizona,2017-03-01,2017,3,5.1,313.7,2455.7,11.4,139.2,163.1,516.3,46.8,208.9,415.6,429.4,324.0,426.1,462.40000000000003
Arizona,2017-04-01,2017,4,5.0,315.8,2466.5,11.6,141.0,163.2,517.2,47.4,209.1,417.6,431.1,327.7,426.7,465.0
Arizona,2017-05-01,2017,5,5.0,318.6,2450.5,11.6,143.0,164.0,517.1,47.5,209.4,415.9,430.1,324.2,416.1,463.4
Arizona,2017-06-01,2017,6,4.9,323.7,2403.3,11.9,145.9,165.9,517.4,47.4,210.8,415.6,425.0,318.5,378.4,463.0
Arizona,2017-07-01,2017,7,4.9,325.0,2378.8,12.1,146.6,166.3,517.5,47.0,211.7,413.4,421.8,312.4,365.9,460.4
Arizona,2017-08-01,2017,8,4.8,326.1,2432.4,12.1,147.4,166.6,519.1,46.9,212.6,416.2,431.2,316.7,400.9,463.09999999999997
Arizona,2017-09-01,2017,9,4.8,326.5,2468.1,12.0,147.7,166.8,519.2,46.1,213.2,419.5,435.5,319.6,426.0,465.6
Arizona,2017-10-01,2017,10,4.8,329.2,2494.0,12.2,149.9,167.1,526.4,46.6,214.7,425.3,439.6,323.2,428.2,471.90000000000003
Arizona,2017-11-01,2017,11,4.9,330.8,2521.3,12.2,150.4,168.2,543.8,47.0,215.9,429.6,441.9,323.0,429.4,476.6
Arizona,2017-12-01,2017,12,4.9,332.5,2524.6,12.3,150.9,169.3,545.8,47.3,216.4,433.1,444.1,322.8,424.5,480.40000000000003
Arizona,2018-01-01,2018,1,4.9,329.2,2478.5,12.3,148.9,168.0,530.1,47.1,214.9,423.9,439.1,319.1,414.3,471.0
Arizona,2018-02-01,2018,2,4.8,333.0,2506.4,12.5,151.1,169.4,526.6,48.1,216.3,427.3,444.1,326.7,426.3,475.40000000000003
Arizona,2018-03-01,2018,3,4.8,335.8,2514.7,12.7,153.0,170.1,527.0,47.2,216.1,428.2,445.4,333.5,425.8,475.4
Arizona,2018-04-01,2018,4,4.7,336.7,2516.6,13.0,154.2,169.5,526.3,47.5,217.1,428.6,445.7,332.6,426.0,476.1
Arizona,2018-05-01,2018,5,4.7,337.8,2507.4,13.0,155.3,169.5,527.9,47.7,217.1,427.1,444.5,330.5,419.5,474.8
Arizona,2018-06-01,2018,6,4.7,343.2,2454.6,13.3,158.0,171.9,527.5,47.5,217.7,428.7,435.3,324.1,380.6,476.2
Arizona,2018-07-01,2018,7,4.7,344.8,2438.5,13.3,159.0,172.5,528.5,47.4,218.3,430.6,435.1,318.0,368.1,478.0
Arizona,2018-08-01,2018,8,4.7,346.0,2500.5,13.4,159.8,172.8,529.9,47.2,219.3,434.9,447.0,322.0,407.9,482.09999999999997
Arizona,2018-09-01,2018,9,4.8,346.6,2529.8,13.3,160.2,173.1,531.8,46.7,219.6,436.1,451.0,323.1,428.7,482.8
Arizona,2018-10-01,2018,10,4.9,347.9,2558.8,13.3,161.4,173.2,539.0,47.5,221.5,443.4,455.5,326.6,431.8,490.9
Arizona,2018-11-01,2018,11,5.0,350.5,2591.1,13.2,162.8,174.5,557.8,48.4,222.8,448.5,458.8,328.1,432.8,496.9
Arizona,2018-12-01,2018,12,5.0,352.7,2590.9,13.3,163.9,175.5,560.1,48.7,223.3,450.8,459.6,327.4,428.3,499.5
Arizona,2019-01-01,2019,1,5.0,350.4,2549.3,13.3,162.1,175.0,543.2,48.1,221.4,440.1,454.9,324.8,423.5,488.20000000000005
Arizona,2019-02-01,2019,2,5.0,353.5,2569.1,13.3,164.3,175.9,538.2,48.7,222.8,442.9,460.2,330.8,431.3,491.59999999999997
Arizona,2019-03-01,2019,3,4.9,355.1,2574.4,13.3,165.6,176.2,537.6,48.6,223.7,442.5,459.5,336.9,431.5,491.1
Arizona,2019-04-01,2019,4,4.9,358.0,2580.3,13.3,168.4,176.3,536.5,49.1,224.8,445.1,462.1,337.4,431.1,494.20000000000005
Arizona,2019-05-01,2019,5,4.8,360.1,2568.7,13.3,169.8,177.0,535.7,49.5,224.8,442.0,461.7,334.8,425.4,491.5
Arizona,2019-06-01,2019,6,4.8,363.9,2515.2,13.6,171.7,178.6,536.3,49.3,225.6,443.5,452.5,328.8,384.5,492.8
Arizona,2019-07-01,2019,7,4.8,365.1,2498.7,13.7,172.0,179.4,535.7,49.6,226.3,445.9,451.0,323.5,372.6,495.5
Arizona,2019-08-01,2019,8,4.8,365.7,2574.8,13.7,172.2,179.8,537.6,50.1,227.4,448.0,466.1,329.3,422.2,498.1
Arizona,2019-09-01,2019,9,4.7,365.2,2593.4,13.6,172.2,179.4,538.8,49.2,227.6,447.4,470.1,331.0,435.0,496.59999999999997
Arizona,2019-10-01,2019,10,4.7,366.8,2624.2,13.3,174.0,179.5,549.9,49.7,230.4,454.0,474.0,334.6,437.1,503.7
Arizona,2019-11-01,2019,11,4.7,367.0,2659.6,12.5,174.6,179.9,569.8,50.5,231.8,460.6,478.8,334.6,438.3,511.1
Arizona,2019-12-01,2019,12,4.7,368.4,2665.9,12.5,174.9,181.0,573.4,50.3,232.9,461.0,480.0,335.9,437.2,511.3
Arizona,2020-01-01,2020,1,4.8,366.2,2619.1,13.0,173.0,180.2,553.8,49.9,231.4,450.7,480.0,333.6,425.5,500.59999999999997
Arizona,2020-02-01,2020,2,4.8,368.4,2639.2,12.7,175.2,180.5,550.3,50.1,232.6,451.1,481.6,340.6,438.1,501.20000000000005
Arizona,2020-03-01,2020,3,4.9,367.7,2620.1,12.8,174.4,180.5,549.7,49.2,232.2,447.0,478.7,334.8,434.3,496.2
Arizona,2020-04-01,2020,4,13.8,357.6,2310.1,12.6,170.9,174.1,503.6,43.8,228.8,414.7,432.6,199.0,426.0,458.5
Arizona,2020-05-01,2020,5,11.2,361.1,2375.7,12.6,173.3,175.2,516.1,43.7,229.8,422.5,441.9,235.1,417.7,466.2
Arizona,2020-06-01,2020,6,9.8,363.3,2390.7,12.1,174.7,176.5,535.8,42.8,231.4,424.0,443.0,263.3,367.4,466.8
Arizona,2020-07-01,2020,7,9.0,359.1,2363.5,11.9,172.5,174.7,536.5,43.3,232.5,416.2,440.8,247.4,362.4,459.5
Arizona,2020-08-01,2020,8,7.9,361.1,2440.9,12.0,173.1,176.0,543.9,43.6,233.6,422.9,450.8,250.0,410.7,466.5
Arizona,2020-09-01,2020,9,7.5,360.9,2472.9,11.8,173.3,175.8,550.5,44.7,234.3,422.4,455.1,262.3,417.6,467.09999999999997
Arizona,2020-10-01,2020,10,7.0,364.8,2527.9,11.6,176.0,177.2,566.9,44.9,237.7,434.6,462.8,275.9,417.5,479.5
Arizona,2020-11-01,2020,11,6.7,366.5,2561.7,11.5,176.3,178.7,585.5,45.2,239.2,440.4,465.6,280.5,417.4,485.59999999999997
Arizona,2020-12-01,2020,12,6.5,368.0,2567.1,11.5,176.2,180.3,590.3,45.5,241.0,442.7,468.0,279.5,412.7,488.2
Arizona,2021-01-01,2021,1,6.3,363.8,2526.8,11.8,173.3,178.7,571.5,45.5,241.3,437.8,460.8,275.3,407.6,483.3
Arizona,2021-02-01,2021,2,6.2,365.8,2552.3,11.6,174.4,179.8,572.6,46.3,243.3,444.0,464.3,282.6,411.5,490.3
Arizona,2021-03-01,2021,3,6.0,368.6,2561.9,11.6,176.2,180.8,572.6,45.9,244.7,444.7,464.0,289.2,412.3,490.59999999999997
Arizona,2021-04-01,2021,4,5.8,368.7,2574.1,11.8,176.8,180.1,567.4,46.5,244.2,445.5,467.3,299.1,413.8,492.0
Arizona,2021-05-01,2021,5,5.6,369.2,2574.5,11.8,177.2,180.2,569.2,47.0,243.7,445.3,464.8,304.4,409.0,492.3
Arizona,2021-06-01,2021,6,5.3,372.5,2540.3,12.0,179.0,181.5,573.3,47.3,243.7,440.9,459.2,307.7,376.2,488.2
Arizona,2021-07-01,2021,7,4.9,375.3,2545.0,12.2,180.0,183.1,577.2,48.0,245.9,442.2,459.5,308.7,371.6,490.2
Arizona,2021-08-01,2021,8,4.6,375.4,2598.0,12.1,179.9,183.4,579.6,48.2,246.2,447.5,467.8,314.1,402.4,495.7
Arizona,2021-09-01,2021,9,4.2,377.5,2625.2,12.0,181.7,183.8,583.2,48.0,245.8,449.6,470.9,317.8,416.9,497.6
Arizona,2021-10-01,2021,10,4.0,380.7,2667.1,12.3,183.2,185.2,596.4,49.0,249.1,460.3,476.3,322.8,418.9,509.3
Arizona,2021-11-01,2021,11,3.8,382.2,2694.3,12.3,183.9,186.0,612.2,50.0,250.3,462.8,477.3,325.1,421.3,512.8
Arizona,2021-12-01,2021,12,3.7,386.6,2702.6,12.3,185.9,188.4,618.0,50.2,251.4,465.7,477.4,326.5,417.7,515.9
Arizona,2022-01-01,2022,1,3.6,383.1,2659.0,12.5,184.6,186.0,600.3,50.1,247.0,457.8,475.1,321.8,413.1,507.90000000000003
Arizona,2022-02-01,2022,2,3.6,388.7,2693.4,12.5,188.4,187.8,606.4,50.8,248.1,464.5,479.3,330.4,418.8,515.3
Arizona,2022-03-01,2022,3,3.7,391.6,2690.1,12.5,190.2,188.9,603.8,50.9,247.9,461.3,477.8,334.6,418.2,512.2
Arizona,2022-04-01,2022,4,3.7,395.8,2716.3,12.8,192.6,190.4,604.4,51.8,249.4,468.8,482.7,340.9,420.4,520.6
Arizona,2022-05-01,2022,5,3.7,398.2,2707.6,12.8,194.6,190.8,602.6,52.5,248.6,466.1,482.9,340.5,415.9,518.6
Arizona,2022-06-01,2022,6,3.7,401.4,2651.4,12.9,196.6,191.9,599.7,52.1,247.1,462.2,476.2,336.6,379.0,514.3
Arizona,2022-07-01,2022,7,3.8,405.2,2650.2,13.1,197.5,194.6,601.2,52.3,248.0,462.0,479.2,332.6,376.5,514.3
Arizona,2022-08-01,2022,8,3.8,406.7,2702.2,13.1,198.7,194.9,602.5,52.3,247.7,466.5,489.8,336.5,408.6,518.8
Arizona,2022-09-01,2022,9,3.8,407.7,2727.2,13.0,199.7,195.0,604.0,51.7,247.0,467.0,495.7,338.1,424.8,518.7
Arizona,2022-10-01,2022,10,3.8,411.5,2756.5,13.2,203.0,195.3,612.8,52.0,247.7,470.1,501.0,344.9,427.5,522.1
Arizona,2022-11-01,2022,11,3.8,413.6,2785.2,13.3,204.5,195.8,627.7,52.6,247.7,472.0,504.6,348.2,431.1,524.6
Arizona,2022-12-01,2022,12,3.7,415.2,2775.3,13.4,204.6,197.2,630.3,52.2,246.5,470.0,504.6,349.0,422.1,522.2
Arizona,2023-01-01,2023,1,3.7,411.0,2739.5,13.5,202.9,194.6,613.4,52.0,243.1,462.8,501.9,343.5,422.5,514.8
Arizona,2023-02-01,2023,2,3.7,413.3,2765.5,13.6,205.3,194.4,609.5,52.6,243.0,468.6,506.6,354.1,429.7,521.2
Arizona,2023-03-01,2023,3,3.6,414.6,2764.7,13.6,207.4,193.6,607.8,51.6,243.7,465.1,507.3,357.6,429.8,516.7
Arizona,2023-04-01,2023,4,3.7,420.9,2785.5,13.8,212.4,194.7,609.8,52.0,241.5,469.7,511.1,365.5,433.3,521.7
Arizona,2023-05-01,2023,5,3.7,422.2,2776.4,13.9,214.2,194.1,609.9,52.1,240.7,466.9,509.1,363.6,430.7,519.0
Arizona,2023-06-01,2023,6,3.7,427.4,2727.7,14.2,217.7,195.5,612.1,51.4,241.4,463.2,507.8,356.6,392.1,514.6
Arizona,2023-07-01,2023,7,3.7,426.5,2715.0,14.3,216.3,195.9,612.3,51.0,242.2,462.2,506.2,349.3,389.9,513.2
Arizona,2023-08-01,2023,8,3.7,427.3,2770.4,14.3,217.0,196.0,612.5,51.1,241.9,467.0,517.6,354.7,423.1,518.1
Arizona,2023-09-01,2023,9,3.8,429.2,2799.6,14.1,219.0,196.1,615.6,50.2,241.2,468.7,525.7,357.1,438.3,518.9
Arizona,2023-10-01,2023,10,3.7,421.0,2797.1,13.6,214.5,192.9,618.7,50.3,240.7,468.4,520.3,356.8,439.2,518.6999999999999
Arizona,2023-11-01,2023,11,3.7,422.9,2832.3,13.6,215.6,193.7,637.4,50.3,241.9,474.0,523.7,359.4,441.9,524.3
Arizona,2023-12-01,2023,12,3.6,424.6,2836.4,13.8,216.9,193.9,640.5,50.3,242.9,477.0,526.1,361.1,434.9,527.3
Arizona,2024-01-01,2024,1,3.5,434.7,2815.8,14.6,224.8,195.3,625.9,49.3,239.3,469.4,530.0,359.8,438.6,518.6999999999999
Arizona,2024-02-01,2024,2,3.4,438.5,2833.8,14.5,227.9,196.1,621.3,49.5,239.9,472.3,534.1,367.0,446.0,521.8
Arizona,2024-03-01,2024,3,3.4,440.9,2836.9,14.6,230.1,196.2,619.6,49.3,240.2,471.7,534.7,372.2,445.0,521.0
Arizona,2024-04-01,2024,4,3.5,435.1,2838.4,14.6,225.0,195.5,618.7,49.4,240.1,468.4,536.9,374.4,446.4,517.8
Arizona,2024-05-01,2024,5,3.5,435.9,2819.0,14.6,226.0,195.3,617.6,49.6,239.7,465.0,533.7,371.7,437.2,514.6
Arizona,2024-06-01,2024,6,3.6,440.2,2759.4,14.9,228.2,197.1,616.1,49.7,239.5,457.8,529.2,363.0,399.5,507.5
Arizona,2024-07-01,2024,7,3.7,438.5,2746.9,15.1,226.5,196.9,616.6,49.3,239.9,457.7,528.0,355.8,395.2,507.0
Arizona,2024-08-01,2024,8,3.8,439.1,2794.8,15.0,228.0,196.1,616.6,49.2,239.4,463.8,538.7,359.2,422.8,513.0
Arizona,2024-09-01,2024,9,3.9,437.4,2823.9,14.9,227.5,195.0,617.5,49.3,239.6,463.8,545.0,360.1,443.0,513.1
Arizona,2024-10-01,2024,10,4.0,438.2,2845.1,15.2,227.9,195.1,623.6,49.0,242.0,466.8,548.7,365.3,443.7,515.8
Arizona,2024-11-01,2024,11,4.0,437.9,2877.6,15.4,228.1,194.4,640.5,49.4,243.4,468.2,551.5,370.1,448.9,517.6
Arizona,2024-12-01,2024,12,4.1,437.9,2870.3,15.4,227.4,195.1,644.0,49.3,243.7,466.0,551.6,369.4,442.3,515.3
Arizona,2025-01-01,2025,1,4.2,433.4,2840.9,15.3,224.9,193.2,628.9,49.1,242.9,461.4,548.5,368.1,439.6,510.5
Arizona,2025-02-01,2025,2,4.2,435.2,2856.9,15.4,226.1,193.7,625.8,49.1,243.9,463.1,551.1,374.5,446.6,512.2
Arizona,2025-03-01,2025,3,4.2,435.8,2857.8,15.4,227.0,193.4,623.4,49.2,244.9,461.9,551.3,378.7,444.6,511.09999999999997
Arizona,2025-04-01,2025,4,4.2,434.0,2854.3,15.4,225.9,192.7,621.1,48.7,244.2,460.6,550.9,378.3,446.9,509.3
Arizona,2025-05-01,2025,5,4.3,433.8,2831.6,15.7,225.7,192.4,619.5,48.8,243.9,457.2,548.4,376.7,433.0,506.0
Arizona,2025-06-01,2025,6,4.3,434.5,2768.9,15.8,225.4,193.3,618.4,48.6,242.8,453.0,539.4,365.4,398.6,501.6
Arizona,2025-07-01,2025,7,4.3,433.8,2757.7,16.0,224.6,193.2,617.7,48.4,243.2,451.9,539.6,360.1,394.8,500.29999999999995
Arizona,2025-08-01,2025,8,4.4,432.6,2800.1,15.9,223.4,193.3,618.1,48.2,243.4,456.8,549.5,362.9,419.3,505.0
Arizona,2025-09-01,2025,9,4.4,430.8,2821.1,15.8,222.4,192.6,618.6,47.7,242.7,455.8,552.4,361.3,441.0,503.5
Arizona,2025-10-01,2025,10,,432.9,2842.4,15.9,224.2,192.8,625.5,48.3,242.7,462.5,555.9,367.4,437.7,510.8
Arizona,2025-11-01,2025,11,4.4,432.6,2868.0,16.1,222.5,194.0,638.4,48.5,242.4,467.5,557.6,368.7,441.1,516.0
Arizona,2025-12-01,2025,12,4.4,432.4,2868.7,16.3,223.2,192.9,641.9,49.1,243.5,467.7,559.4,367.8,435.5,516.8
Arizona,2026-01-01,2026,1,4.5,429.1,2826.4,16.5,220.5,192.1,624.2,48.4,240.7,457.3,559.5,364.0,428.5,505.7
Arizona,2026-02-01,2026,2,4.6,432.8,2853.9,16.6,223.4,192.8,621.0,48.9,241.3,464.2,562.5,372.4,438.2,513.1
Arkansas,2016-01-01,2016,1,4.2,209.7,986.3,7.1,48.3,154.3,249.7,13.8,45.6,136.5,177.9,108.9,207.4,150.3
Arkansas,2016-02-01,2016,2,4.1,209.8,996.2,6.9,48.6,154.3,248.9,13.8,45.8,141.4,178.7,110.8,210.3,155.20000000000002
Arkansas,2016-03-01,2016,3,4.0,209.9,1004.4,6.7,49.2,154.0,250.4,13.8,45.9,142.5,178.8,113.8,212.3,156.3
Arkansas,2016-04-01,2016,4,4.0,210.3,1011.4,6.3,50.3,153.7,250.8,13.8,46.4,144.2,180.3,117.0,211.9,158.0
Arkansas,2016-05-01,2016,5,4.0,210.7,1013.6,6.3,50.5,153.9,251.7,13.7,46.4,143.2,180.5,119.0,211.9,156.89999999999998
Arkansas,2016-06-01,2016,6,4.0,212.7,1005.1,6.3,51.5,154.9,252.2,13.8,46.7,140.9,177.8,119.3,206.3,154.70000000000002
